organisationid,address1,address2,adress3,city,county,postcode,latitude,longitude
40445,Victoria Hospital,Victoria Road,,Wimborne,Dorset,BH21 1ER,50.80220031738281,-1.995904088
40446,,Queens Road,,Swanage,Dorset,BH19 2ES,50.60551452636719,-1.961199522
40447,,Ringwood Road,,Ringwood,Dorset,BH24 2RR,50.81726455688477,-1.856563926
40450,Fairmile Road,,,Christchurch,Dorset,BH23 2JX,50.74516677856445,-1.790141106
40451,Castle Lane East,,,Bournemouth,Dorset,BH7 7DW,50.74748611450195,-1.820505619
40457,Monkton Village,Monkton Hall Hospital,,Jarrow,Tyne and Wear,NE32 5NN,54.96662521362305,-1.501260161
40466,Harton Lane,,,South Shields,Tyne and Wear,NE34 0PL,54.97120285,-1.428439617
40467,Primrose Terrace,,,Jarrow,Tyne and Wear,NE32 5HA,54.96765899658203,-1.485705614
40468,Wear Street,,,Jarrow,Tyne and Wear,NE32 3UX,54.98065948486328,-1.49196136
40470,St Clare Street,,,Penzance,Cornwall,TR18 2PF,50.12206649780274,-5.542964458
40471,Trelissick Road,,,Hayle,Cornwall,TR27 4JA,50.18036270141602,-5.42441082
40472,Treliske,,,Truro,Cornwall,TR1 3LQ,50.26656723022461,-5.094250202
40481,Aintree University Hospital,Lower Lane,,Liverpool,Merseyside,L9 7AL,53.46632766723633,-2.931089401
40499,Prescot Street,,,Liverpool,Merseyside,L7 8XP,53.40951157,-2.964794159
40504,,Crown Street,,Liverpool,,L8 7SS,53.39846420288086,-2.960062504
40560,Lower Lane,Fazakerley,,Liverpool,Merseyside,L9 7LJ,53.46640014648438,-2.930985451
40563,,Barley Lane,,Ilford,Essex,IG3 8YB,51.580543518066406,0.1121212840080261
40568,Rom Valley Way,,,Romford,Essex,RM7 0AG,51.56942749023438,0.1804053038358688
40570,,,Gawber Road,Barnsley,Yorkshire,S75 2EP,53.55913543701172,-1.499477983
40573,,Moorgate Road,,Rotherham,,S60 2UD,53.41397476196289,-1.342865467
40583,Calow,Top Road,,Chesterfield,Derbyshire,S44 5BL,53.2362175,-1.400036573
40644,44 Hyde Terrace,,,Leeds,West Yorkshire,LS2 9LN,53.80408096313477,-1.558837056
40646,Green Hill Road,,,Leeds,West Yorkshire,LS12 3QE,53.79990768432617,-1.612384319
40647,Seacroft Hospital,York Road,Seacroft,Leeds,West Yorkshire,LS14 6WB,53.80493927001953,-1.471471786
40648,Alma Street,,,Leeds,West Yorkshire,LS9 7BE,53.80526351928711,-1.524477124
40650,Royal Papworth Hospital,Cambridge Biomedical Campus,Papworth Road,Cambridge,Cambridgeshire,CB2 0AY,52.17238617,0.1361896246671676
40654,Ryhall Road,,,Stamford,Lincolnshire,PE9 1UA,52.65537262,-0.468735933
40658,Edith Cavell Campus,"Bretton Gate, Bretton",,Peterborough,Cambridgeshire,PE3 9GZ,52.58392333984375,-0.279370904
40663,Lowestoft Road,Gorleston,,Great Yarmouth,Norfolk,NR31 6LA,52.5616684,1.7179944515228271
40715,Hardwick Lane,Hardwick Lane,,Bury St. Edmunds,Suffolk,IP33 2QZ,52.23166275024414,0.7091901898384094
40719,,Hills Road,,Cambridge,Cambridgeshire,CB2 0QQ,52.17513275146485,0.1407532393932342
40720,,Robinson Way,,Cambridge,Cambridgeshire,CB2 0QQ,52.17326354980469,0.1394228637218475
40722,London Road,,,Royston,Hertfordshire,SG8 9EN,52.04151916503906,-0.022399887
40723,Radwinter Road,,,Saffron Walden,Essex,CB11 3HY,52.02359008789063,0.2562925219535828
40768,,Bulford,,Wellington,Somerset,TA21 8QQ,50.97667694091797,-3.227399349
40769,,Crewkerne Road,,Chard,Somerset,TA20 1NF,50.875,-2.952359438
40771,,Luttrell Way,,Minehead,Somerset,TA24 6DF,51.20011901855469,-3.461884022
40772,,North Road,Williton,Taunton,Somerset,TA4 4RA,51.16289520263672,-3.323194981
40773,,Bucklers Way,Old Wells Road,Shepton Mallet,Somerset,BA4 4PG,51.19057846069336,-2.562471867
40774,,Old Wells Road,,Glastonbury,Somerset,BA6 8JD,51.16048431396485,-2.699217319
40775,,Middle Path,,Crewkerne,Somerset,TA18 8BG,50.88012313842773,-2.797923803
40776,,Bernard Way,,South Petherton,Somerset,TA13 5EF,50.95209503173828,-2.798842669
40777,,Dancing Lane,,Wincanton,Somerset,BA9 9DQ,51.05875778198242,-2.418154716
40778,,Dene Road,Cotford St Luke,Taunton,Somerset,TA4 1DD,51.03759002685546,-3.182197571
40779,,Enos Way,,Frome,Somerset,BA11 2FH,51.23731994628906,-2.311554432
40782,Barrack Road,,,Exeter,Devon,EX2 5DW,50.71670913696289,-3.506666422
40783,Gladstone Road,,,Exeter,Devon,EX1 2ED,50.72439193725586,-3.514011145
40787,Cavell Way,.,,Okehampton,Devon,EX20 1PN,50.741920471191406,-3.99718833
40788,Keegan Close,,,Ottery St Mary,Devon,EX11 1DN,50.75011825561523,-3.291560888
40790,Kennedy Way,.,,Tiverton,Devon,EX16 6NT,50.90941238,-3.492953062
40791,Marlpits Lane,.,,Honiton,Devon,EX14 2DE,50.79493332,-3.186563015
40793,Chard Street,,,Axminster,Devon,EX13 5DU,50.78389739990234,-2.996254683
40794,Claremont Grove,,,Exmouth,Devon,EX8 2JN,50.62055206298828,-3.401594639
40795,General Hospital,,,Sidmouth,Devon,EX10 8EW,50.68161392211914,-3.239641666
40804,Rampton Hospital,,,Retford,Nottinghamshire,DN22 0PD,53.29038619995117,-0.838197649
40841,,Beckside,Gamston,Nottingham,Nottinghamshire,NG2 6PR,52.92256546020508,-1.09980166
40843,,Tremona Road,,Southampton,Hampshire,SO16 6YD,50.93302154541016,-1.435089946
40847,,Coxford Road,,Southampton,Hampshire,SO16 5YA,50.93526077270508,-1.434849381
40857,76 Wellesley Road,,,Sheffield,South Yorkshire,S10 2SZ,53.37979888916016,-1.493765235
40860,Glossop Road,,,Sheffield,South Yorkshire,S10 2JF,53.37835693359375,-1.493316293
40861,,Northern General Hospital,Herries Road,Sheffield,South Yorkshire,S5 7AU,53.40887832641602,-1.460876465
40865,Whitham Road,,,Sheffield,South Yorkshire,S10 2SJ,53.38025283813477,-1.494917393
40867,West Wing,Milton Road,,Portsmouth,Hampshire,PO3 6AD,50.80013657,-1.063932061
40868,Southwick Hill Road,Cosham,,Portsmouth,Hampshire,PO6 3LY,50.85029983520508,-1.069917679
40870,Bury Road,Gosport,,Gosport,Hampshire,PO12 3PW,50.79306411743164,-1.148066759
40884,London Road,Craven Road,,Reading,Berkshire,RG1 5AN,51.45102310180664,-0.959315777
40885,St Leonards Road,,,Windsor,Berkshire,SL4 3DP,51.47354507446289,-0.614692628
40918,Great Maze Pond,,,London,,SE1 9RT,51.50346374511719,-0.08680556
40919,,Westminster Bridge Road,,London,,SE1 7EH,51.49795913696289,-0.118890636
40922,Lewisham High Street,,,London,,SE13 6LH,51.45433044433594,-0.017036438
40924,,530 London Road,,Thornton Heath,Surrey,CR7 7YE,51.38912963867188,-0.108768813
40925,856 Brighton Road,856 Brighton Road,,Purley,Surrey,CR8 2YL,51.34074020385742,-0.114451215
40949,Blackshaw Road,,,London,Greater London,SW17 0QT,51.42668151855469,-0.175704554
40952,,Roehampton Lane,Roehampton,London,,SW15 5PN,51.45555114746094,-0.241715029
40965,Porthpean Road,,,St. Austell,Cornwall,PL26 6AD,50.32788467407226,-4.772349834
40966,St Thomas Road,,,Newquay,Cornwall,TR7 1RQ,50.41106414794922,-5.074197769
40968,Barncoose,,,Redruth,Cornwall,TR15 3ER,50.22938919067383,-5.244363308
40970,Boundary Road,,,Bodmin,Cornwall,PL31 2QT,50.467247009277344,-4.74114418
40971,Stratton,,,Bude,Cornwall,EX23 9BR,50.83075332641602,-4.517526627
40973,Link Road,,,Launceston,Cornwall,PL15 9JD,50.62839126586914,-4.359761238
40975,Warwick Hospital,Lakin Road,,Warwick,Warwickshire,CV34 5BW,52.28995132446289,-1.583200693
40976,,Arden Street,,Stratford-upon-Avon,Warwickshire,CV37 6NX,52.19526672363281,-1.713385463
40977,,Stratford Road,,Shipston-on-Stour,Warwickshire,CV36 4AX,52.06686019897461,-1.622537017
41013,Newcastle Road,,,Stoke-on-Trent,Staffordshire,ST4 6QG,53.00315856933594,-2.212051868
41017,,Plantation Lane,Mile Oak,Tamworth,Staffordshire,B78 3NG,52.62066650390625,-1.723852634
41019,Scartho Road,,,Grimsby,,DN33 2BA,53.54485702514648,-0.096213497
41021,Cliff Gardens,,,Scunthorpe,,DN15 7BH,53.58758544921875,-0.667584062
41028,Congleton War Memorial Hospital,Canal Road,,Congleton,Cheshire,CW12 3AR,53.15802764892578,-2.202660799
41030,Knutsford District and Community Hospital,Bexton Road,,Knutsford,Cheshire,WA16 0BT,53.30200576782226,-2.378590345
41031,,Victoria Road,,Macclesfield,Cheshire,SK10 3BL,53.26232528686523,-2.141059637
41035,The Countess Of Chester Health Park,,,Chester,Cheshire,CH2 1HJ,53.21153259277344,-2.902284384
41036,114 Chester Road,Whitby,,Ellesmere Port,Merseyside,CH65 6SG,53.26778030395508,-2.911025286
41042,,Denmark Hill,,London,,SE5 9RS,51.46807861328125,-0.093901388
41053,Mansfield Road,,,Sutton-In-Ashfield,Nottinghamshire,NG17 4JL,53.13455581665039,-1.233566165
41054,Stockwell Gate,,,Mansfield,Nottinghamshire,NG18 5QJ,53.14136123657226,-1.206266642
41058,Boundary Road,,,Newark,Nottinghamshire,NG24 4DE,53.06750869750977,-0.806145906
41066,Derriford Road,Crownhill,,Plymouth,Devon,PL6 8DH,50.41672897338867,-4.113671303
41067,Derriford Road,Crownhill,,Plymouth,Devon,PL6 8DH,50.41672897338867,-4.113671303
41070,Clifford Bridge Road,,,Coventry,Warwickshire,CV2 2DX,52.42121505737305,-1.438388586
41072,Barby Rd,,,Rugby,Warwickshire,CV22 5PX,52.36527633666992,-1.259016037
41077,151 Park Road,151 Park Road,,London,Greater London,N8 8JD,51.58341979980469,-0.13102442
41078,Magdala Avenue,Magdala Avenue,,London,,N19 5NF,51.56647872924805,-0.139077902
41083,The Cassel Hospital,1 Ham Common,,Richmond,Surrey,TW10 7JF,51.43291091918945,-0.308085978
41084,,Kentigern Drive,,Crowthorne,Berkshire,RG45 7EG,51.36908721923828,-0.780985534
41089,,,,Oswestry,Shropshire,SY10 7AG,52.88452911376953,-3.03311491
41093,Wolverhampton Road,Heath Town,,Wolverhampton,West Midlands,WV10 0QP,52.59972763061523,-2.095540524
41116,,Kayll Road,,Sunderland,,SR4 7TP,54.90221024,-1.410297871
41117,,Queen Alexandra Road,,Sunderland,,SR2 9HP,54.88906860351562,-1.381056666
41122,,,Stonebow Road,Hereford,Herefordshire,HR1 2BN,52.05873489379882,-2.707180262
41123,"Bromyard Community Hospital, Wye Valley NHS Trust",Hillside Road,,Bromyard,,HR7 4QN,52.18632888793945,-2.506896019
41126,"Leominster Community Hospital, Wye Valley NHS Trust",South Street,,Leominster,,HR6 8JH,52.22218704223633,-2.739360332
41127,"Ross on Wye Community Hospital, Wye Valley NHS Trust",Alton Street,,Ross-on-Wye,Herefordshire,HR9 5AD,51.912574768066406,-2.583386898
41134,College Street,,,Nuneaton,Warwickshire,CV10 7DJ,52.51258469,-1.478424549
41145,Hilton Road,,,Stoke-on-Trent,Staffordshire,ST4 6RR,53.00043869018554,-2.208298683
41147,,Colney Lane,,Norwich,Norfolk,NR4 7UY,52.61754227,1.2211893796920776
41155,Mill Road,Mill Road,,Cromer,Norfolk,NR27 0BQ,52.92356491088867,1.3091745376586914
41161,,Stott Lane,,Salford,,M6 8HD,53.48754883,-2.323409557
41197,Minerva Road,Farnworth,,Bolton,Lancashire,BL4 0JR,53.55396270751953,-2.429878712
41222,Fountain St,,,Ashton Under Lyne,Lancashire,OL6 9RW,53.49153518676758,-2.071418524
41224,,Drayton High Road,,Norwich,Norfolk,NR6 5BE,52.65953063964844,1.250886321
41225,Bowthorpe Road,,,Norwich,Norfolk,NR2 3TD,52.63298034667969,1.2625895738601685
41226,Northgate Street,,,Great Yarmouth,Norfolk,NR30 1BU,52.61719512939453,1.730520725250244
41228,Defiant Precinct,Church Street,,Attleborough,Norfolk,NR17 2QE,52.51786422729492,1.0174452066421509
41230,Carlton Court Hospital,St. Peters Road,,Carlton Colville,Suffolk,NR33 8AG,52.45330047607422,1.6967617273330688
41246,General Hospital,,,Marlborough,Wiltshire,SN8 3HL,51.41540908813477,-1.704911351
41247,,Marlborough Road,,Swindon,Wiltshire,SN3 6BB,51.53853225708008,-1.727185845
41249,,Rowden Hill,,Chippenham,Wiltshire,SN15 2AJ,51.45254135131836,-2.126694918
41250,,Adcroft Street,,Trowbridge,Wiltshire,BA14 8PH,51.32529830932617,-2.209868193
41260,,Aldermaston Road,,Basingstoke,Hampshire,RG24 9NA,51.28063583374024,-1.109903693
41261,,Romsey Road,,Winchester,Hampshire,SO22 5DG,51.06171035766602,-1.329156041
41262,,Charlton Road,,Andover,Hampshire,SP10 3LB,51.21574020385742,-1.494678259
41265,Darenth Wood Road,,,Dartford,Kent,DA2 8DA,51.43495178222656,0.2586592435836792
41268,Pensnett Road,,,Dudley,West Midlands,DY1 2HQ,52.50294876098633,-2.118503094
41269,Tipton Road,,,Dudley,West Midlands,DY1 4SE,52.52050018310546,-2.072715282
41270,Vicarage Road,,,Stourbridge,West Midlands,DY8 4JB,52.46540832519531,-2.146383286
41302,Newtown Road,,,Carlisle,Cumbria,CA2 7HY,54.89650344848633,-2.957777023
41311,Penrith Community Hospital,Bridge Lane,,Penrith,,CA11 8HX,54.65699768066406,-2.743259668
41316,,Isel Road,,Cockermouth,Cumbria,CA13 9HT,54.66681289672852,-3.358580589
41341,,Rothwell Road,,Kettering,Northamptonshire,NN16 8UZ,52.401145935058594,-0.741529107
41354,Odstock Road,,,Salisbury,Wiltshire,SP2 8BJ,51.04394912719727,-1.789808512
41366,New Park Road,New Park Road,,Devizes,Wiltshire,SN10 1EF,51.35458374023438,-1.993215919
41381,77 London Road,,,Kettering,Northamptonshire,NN15 7PW,52.39410018920898,-0.722185016
41384,Irthlingborough Road,,,Wellingborough,Northamptonshire,NN8 1LP,52.29767227172852,-0.683344126
41403,Great Ormond Street,,,London,Greater London,WC1N 3JH,51.52220916748047,-0.119909525
41405,Kilton Hill,Blyth Road,,Worksop,Nottinghamshire,S81 0BD,53.31655502319336,-1.110268831
41406,Thorne Road,,,Doncaster,Yorkshire,DN2 5LT,53.53078461,-1.108923912
41408,Adwick Road,,,Mexborough,,S64 0AZ,53.49981689453125,-1.284931421
41409,North Road,,,Retford,Nottinghamshire,DN22 7XF,53.3254509,-0.950618625
41412,162 City Road,,,London,,EC1V 2PD,51.52724456787109,-0.089874275
41431,St Georges,Long Leys Road,,LINCOLN,Lincolnshire,LN1 1EE,53.24283599853516,-0.557784677
41437,Peter Hodgkinson Centre,Lincoln County Hospital,Greetwell Road,Lincoln,Lincolnshire,LN2 5QY,53.23357772827149,-0.51962018
41438,Manthorpe Centre,Grantham Hospital Site,,101 Manthorpe Road,,NG31 8DG,52.92108917236328,-0.640699148
41440,Windmill Road,,,Gillingham,Kent,ME7 5NY,51.379859924316406,0.542076051
41475,,Holtye Road,,East Grinstead,West Sussex,RH19 3DZ,51.13507461547852,-0.002886042
41493,,Princess Royal University Hospital,Farnborough Common,Orpington,Kent,BR6 8NY,51.36606979370117,0.056682058
41494,Queen Elizabeth Hospital,Stadium Road,,London,,SE18 4QH,51.47819137573242,0.050057109
41495,Shooters Hill,Woolwich,,London,,SE18 3RG,51.46857452392578,0.064125076
41496,,Frognal Avenue,,Sidcup,Kent,DA14 6LT,51.41904067993164,0.1016753315925598
41504,Fulham Road,,,London,Greater London,SW3 6JJ,51.49056243896485,-0.172550783
41505,Downs Road,,,Sutton,Surrey,SM2 5PT,51.34347915649414,-0.19110027
41507,,Steelhouse Lane,,Birmingham,,B4 6NH,52.48489761352539,-1.8937397
41545,369 Fulham Road,,,London,,SW10 9NH,51.48431015014648,-0.181629702
41556,,Hamstel Road,,Harlow,Essex,CM20 1QX,51.77153015136719,0.085471295
41569,Homerton Row,Homerton Row,,London,Greater London,E9 6SR,51.55063247680664,-0.046084356
41571,61 Glenburnie Road,,,London,,SW17 7DJ,51.43735885620117,-0.172358453
41573,,South Worple Way,Barnes,London,,SW14 8SU,51.46709060668945,-0.256503701
41576,Red Lion Road,Red Lion Road,,Surbiton,Surrey,KT6 7QU,51.37908554077149,-0.288502634
41607,Sheriff Hill,,,Gateshead,Tyne and Wear,NE9 6SX,54.93938446044922,-1.580765486
41608,Dunston Hill,,,Gateshead,Tyne and Wear,NE11 9QT,54.94639587402344,-1.659452677
41611,Great George Street,,,Leeds,West Yorkshire,LS1 3EX,53.80146026611328,-1.552119255
41612,Clarendon Way,,,Leeds,West Yorkshire,LS2 9LU,53.80337524414063,-1.555701375
41614,Newall Carr Road,,,Otley,West Yorkshire,LS21 2LY,53.91436004638672,-1.700584412
41615,Beckett Street,,,Leeds,West Yorkshire,LS9 7TF,53.80687332,-1.520343781
41616,York Road,,,Leeds,West Yorkshire,LS14 6UH,53.80659103393554,-1.470889211
41618,Chapeltown Road,,,Leeds,West Yorkshire,LS7 4SA,53.82263946533203,-1.529794812
41635,Corporation Street,,,Stafford,Staffordshire,ST16 3SR,52.81059265136719,-2.109073639
41723,,The Avenue,,Leigh,Lancashire,WN7 1HS,53.50441742,-2.512239456
41724,,Wigan Lane,,Wigan,Lancashire,WN1 2NN,53.55774307250977,-2.629076481
41728,,Hall Lane,Appley Bridge,Wigan,Lancashire,WN6 9EP,53.58981323242188,-2.711495161
41735,The Woodlands,Bristol Road South,Northfield,Birmingham,West Midlands,B31 2AP,52.42113876342773,-1.960812807
41754,Mindelsohn Way,Edgbaston,,Birmingham,,B15 2WB,52.45014953613281,-1.941761851
41804,University College Hospital,235 Euston Road,,London,,NW1 2BU,51.5248909,-0.136896163
41806,University College Hospital at Westmoreland Street,16-18 Westmoreland Street,,London,,W1G 8PH,51.51958084106445,-0.149753928
41807,60 Great Ormond Street,,,London,,WC1N 3HR,51.52173996,-0.121384807
41822,,Queen Square,,London,,WC1N 3BG,51.52217102050781,-0.121986859
41823,Mortimer Market Centre,Mortimer Market,Off Capper Street,London,,WC1E 6JD,51.52315902709961,-0.135395616
41826,,Fulbourn Hospital,Fulbourn,Cambridge,,CB21 5EF,52.18449020385742,0.1883153766393661
41841,Hill End Road,,,Harefield,Middlesex,UB9 6JH,51.60673141479492,-0.482753932
41842,Sydney Street,,,London,Greater London,SW3 6NP,51.48974227905274,-0.170840546
41862,Freeman Road,High Heaton,,Newcastle Upon Tyne,Tyne and Wear,NE7 7DN,55.00277709960938,-1.593362212
41863,Queen Victoria Road,New Victoria Wing,Royal Victoria Infirmary,Newcastle Upon Tyne,,NE1 4LP,54.98021697998047,-1.618839502
41865,Richardson Road,,,Newcastle Upon Tyne,Tyne and Wear,NE2 4AZ,54.98150253295898,-1.62270236
41871,Queen Victoria Road,New Victoria Wing,Royal Victoria Infirmary,Newcastle Upon Tyne,,NE1 4LP,54.98021697998047,-1.618839502
41887,Sandford Road,,,Cheltenham,Gloucestershire,GL53 7AN,51.89212417602539,-2.07186842
41889,,Great Western Road,,Gloucester,Gloucestershire,GL1 3NN,51.86638259887695,-2.232058525
41898,Moore Road,Bourton-on-The-Water,,Cheltenham,Gloucestershire,GL54 2AZ,51.88631057739258,-1.756776094
41929,Cobalt House,Thirlstaine Road,,Cheltenham,,GL53 7AS,51.88847351074218,-2.069857597
41931,Malmesbury Road,,,Tetbury,Gloucestershire,GL8 8XB,51.63517761230469,-2.154729366
41947,Infirmary Square,,,Berwick-upon-Tweed,Northumberland,TD15 1LT,55.77328872680664,-2.004963875
41948,Infirmary Drive,South Road,,Alnwick,Northumberland,NE66 2NS,55.41094207763672,-1.697199821
41954,Corbridge Road,,,Hexham,Northumberland,NE46 1QJ,54.97036743164063,-2.095677853
41956,Westgate,,,Haltwhistle,Northumberland,NE49 9AJ,54.97010803222656,-2.462919712
41957,Thoroton Street,,,Blyth,Northumberland,NE24 1DX,55.12787628173828,-1.514920115
41958,"Unit 7/8, Silver Fox Way",Cobalt Business Park,,Newcastle Upon Tyne,Tyne and Wear,NE27 0QJ,55.02046203613281,-1.508162379
41960,Woodhorn Lane,,,Ashington,Northumberland,NE63 9JJ,55.18431091308594,-1.546586394
41961,Whitton Bank Road,Rothbury,,Morpeth,Northumberland,NE65 7RW,55.30677414,-1.913899302
41969,Rake Lane,,,North Shields,,NE29 8NH,55.02524185180664,-1.467324495
41980,,London Road,,Derby,Derbyshire,DE1 2QY,52.91431808,-1.468631864
41982,Royal Derby Hospital,,,Derby,Derbyshire,DE22 3NE,52.91155624389648,-1.514264703
41984,,Old Road,Headington,Oxford,Oxfordshire,OX3 7LE,51.75033569335938,-1.214694381
41986,,Oxford Road,,Banbury,Oxfordshire,OX16 9AL,52.05440902709961,-1.337175965
41987,,Headley Way,Headington,Oxford,Oxfordshire,OX3 9DU,51.76387405395508,-1.219792008
42026,Guildford Road,,,Chertsey,Surrey,KT16 0PZ,51.37783432006836,-0.527046025
42027,London Road,,,Ashford,Middlesex,TW15 3AA,51.44402313232422,-0.472798347
42109,Alford Road,Brotton,,Saltburn-By-The-Sea,Cleveland,TS12 2FF,54.56526947021485,-0.936341345
42129,Friarage Hospital,,,Northallerton,North Yorkshire,DL6 1JG,54.34233474731445,-1.430518746
42130,Northgate,Guisborough,,Guisborough,Cleveland,TS14 6HZ,54.53883743286133,-1.052146792
42131,Marton Road,,,Middlesbrough,Cleveland,TS4 3BW,54.55175781,-1.214789987
42182,Ashton Road,,,Lancaster,Lancashire,LA1 4RP,54.04273223876953,-2.799217224
42186,Dalton Lane,,,Barrow-In-Furness,Cumbria,LA14 4LF,54.13640213012695,-3.20788455
42187,,Burton Rd,,Kendal,,LA9 7RG,54.30670928955078,-2.732536793
42192,Bloomburg Street,,,London,,SW1V 2RH,51.49234008789063,-0.135774717
42194,Pield Heath Road,Hillingdon Hospital,,Uxbridge,Middlesex,UB8 3NN,51.52607727050781,-0.461160362
42210,108 Landor Road,108 Landor Road,,London,,SW9 9NU,51.46531677246094,-0.122234575
42211,,Denmark Hill,,London,,SE5 8AZ,51.46873856,-0.091426156
42212,Monks Orchard Road,Monks Orchard Road,,"Beckenham, London",,BR3 3BX,51.38092041015625,-0.029753098
42248,Queen Street,,,Withernsea,North Humberside,HU19 2QB,53.72853469848633,0.034033589
42256,,Wheeler Street,,Hull,,HU3 5QE,53.74201202392578,-0.384643078
42257,,Birkdale Way,Newbridge Road,Hull,,HU9 2BH,53.74993896484375,-0.308325261
42259,,Hauxwell Road,,Hull,,HU8 0RB,53.77357864379882,-0.286600292
42260,,St Mary's Lane,,Beverley,,HU17 7AS,53.84576416015625,-0.434097558
42262,,Gladstone Street,Anlaby Road,Hull,,HU3 2RT,53.74435806274414,-0.362185776
42268,Southmead Road,Westbury-on-Trym,,Bristol,Avon,BS10 5NB,51.49481201171875,-2.591000319
42279,,Frenchay Park Road,,Bristol,Avon,BS16 1LE,51.49660110473633,-2.528403997
42280,,Lodge Road,Kingswood,Bristol,Avon,BS15 1LF,51.46889114379882,-2.516105652
42316,Midford Road,,,Bath,,BA2 5RP,51.35817337036133,-2.372606993
42324,Manor Road,Fishponds,,Bristol,,BS16 2EW,51.48315048217773,-2.538818598
42330,,Lodge 3,,Devizes,Wiltshire,SN10 5DS,51.33915328979492,-1.981288552
42343,Marmalade Lane,Brislington,,Bristol,,BS4 5BJ,51.43127059936523,-2.557540894
42347,Wrythe Lane,,,Carshalton,Surrey,SM5 1AA,51.38031387329102,-0.183627352
42348,Cotswold Road,,,Sutton,Surrey,SM2 5NF,51.34545516967773,-0.191079825
42349,Wrythe Lane,,,Carshalton,Surrey,SM5 1AA,51.38031387329102,-0.183627352
42351,Dorking Road,,,Epsom,Surrey,KT18 7EG,51.32551956176758,-0.273216724
42362,Kennington Road,Willesborough,,Ashford,Kent,TN24 0LZ,51.14148712158203,0.9162230491638184
42363,Buckland Hospital,Coombe Valley Road,,Dover,Kent,CT17 0HD,51.13205337524414,1.292394757270813
42366,Queen Elizabeth The Queen Mother Hospital,St Peters Road,,Margate,Kent,CT9 4AN,51.37805176,1.3893986940383911
42445,Kent and Canterbury Hospital,Ethelbert Road,,Canterbury,Kent,CT1 3NG,51.26658630371094,1.0870975255966189
42476,Holdforth Road,,,Hartlepool,Cleveland,TS24 9AH,54.70240020751953,-1.227821112
42477,Hardwick Road,,,Stockton-on-Tees,Cleveland,TS19 8PE,54.58285903930664,-1.347565413
42483,,Town Lane,,Southport,Merseyside,PR8 6PN,53.63356018066406,-2.978807688
42484,,Wigan Road,,Ormskirk,Lancashire,L39 2AZ,53.56462097167969,-2.871237278
42489,Botley Road,West End,,Southampton,Hampshire,SO30 3JB,50.92864990234375,-1.32337296
42508,Brook Lane,Sarisbury Green,Sarisbury,Fareham,Hampshire,SO31 7DQ,50.87100982666016,-1.275508523
42619,Parkbourn,Maghull,,Liverpool,Merseyside,L31 1HW,53.51867294311523,-2.915359974
42628,Miller Road,Ribbleton,,Preston,Lancashire,PR2 6LS,53.77164840698242,-2.657579422
42638,Thornton Road,,,Morecambe,Lancashire,LA4 5NN,54.07287216186523,-2.858618259
42643,Fairfield General Hospital,Rochdale Old Road,,Bury,Lancashire,BL9 7TD,53.60042572021485,-2.255607843
42644,Delaunays Road,Crumpsall,,Manchester,Greater Manchester,M8 5RB,53.51788711547852,-2.229486942
42645,Rochdale Road,,,Oldham,Lancashire,OL1 2JH,53.55325317382813,-2.121816158
42646,Whitehall Street,,,Rochdale,Lancashire,OL12 0NB,53.62428665161133,-2.160136938
42647,Birch Hill Hospital,Birch Road,Wardle,Rochdale,Lancashire,OL12 9QB,53.64026641845703,-2.121371508
42660,Anlaby Road,,,Hull,,HU3 2JZ,53.74443435668945,-0.358168989
42661,Castle Road,,,Cottingham,,HU16 5JQ,53.7767334,-0.444969475
42670,Greetwell Road,,,Lincoln,Lincolnshire,LN2 5QY,53.23357772827149,-0.51962018
42671,Sibsey Road,,,Boston,Lincolnshire,PE21 9QS,52.99112701416016,-0.009952853
42679,Leicestershire County and Rutland PCT,Thorpe Road,,Melton Mowbray,Leicestershire,LE13 1SJ,52.76593780517578,-0.877281189
42680,Leicester Royal Infirmary,Infirmary Square,,Leicester,Leicestershire,LE1 5WW,52.62678527832031,-1.135946155
42681,,Groby Road,,Leicester,Leicestershire,LE3 9QP,52.65436553955078,-1.180003047
42682,,Gwendolen Road,,Leicester,Leicestershire,LE5 4PW,52.62992858886719,-1.081749201
42686,,Hermitage Lane,,Maidstone,Kent,ME16 9QQ,51.27366256713867,0.4839882254600525
42705,Cotton Lane,,,Dartford,Kent,DA2 6AU,51.444786071777344,0.2453432977199554
42710,Tunbridge Wells Hospital,Pembury,,Tunbridge Wells,Kent,TN2 4QJ,51.14845275878906,0.3074845969676971
42713,Vicarage Road,,,Watford,Hertfordshire,WD18 0HB,51.64859008789063,-0.405277938
42714,Waverley Road,,,St. Albans,Hertfordshire,AL3 5PN,51.76007461547852,-0.343948692
42716,,Hillfield Road,,Hemel Hempstead,Hertfordshire,HP2 4AD,51.75083923339844,-0.468585968
42718,Coreys Mill Lane,,,Stevenage,Hertfordshire,SG1 4AB,51.92461013793945,-0.212711543
42720,Howlands,Howlands,,Welwyn Garden City,Hertfordshire,AL7 4HQ,51.78282928466797,-0.187686712
42721,,North Road,,Hertford,Hertfordshire,SG14 1LP,51.79648971557617,-0.088494822
42725,Stepping Hill Hospital,Poplar Grove,,Stockport,Cheshire,SK2 7JE,53.38378143310546,-2.132004976
42735,Bancroft Road,Mile End,,London,Greater London,E1 4DG,51.5250473,-0.04219196
42750,Woodrow Drive,,,Redditch,Worcestershire,B98 7UB,52.27977752685546,-1.912112117
