organisationid,organisationcode,organisationtype,subtype,sector,organisationstatus,ispimsmanaged,organisationname,parentodscode,parentname,phone,email,website,fax
78482,NN601,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,All Hallows Hospital (Station Road),NN6,All Hallows Hospital,,,,",,,"
78486,NN801,Hospital,Hospital,NHS Sector,Visible,TRUE,"Spencer Private Hospitals, Margate",NN8,East Kent Medical Services Ltd,01843 234555,enquiries@spencerhospitals.com,http://www.spencerprivatehospitals.com,",,"
78514,RTG02,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Queen's Hospital Burton,RTG,University Hospital of Derby and Burton NHS Foundation Trust,01283 566333,,https://www.uhdb.nhs.uk/,",,,"
78822,RP1N8,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Corby Community Hospital,RP1,Northamptonshire Healthcare NHS Foundation Trust,01536 748086,,https://www.nhft.nhs.uk/adult-community-beds,",,,"
78925,RV581,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Lewisham Heather Close,RV5,South London and Maudsley NHS Foundation Trust,020 3228 0720,,http://www.slam.nhs.uk,",,,"
245496,RN7FM,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Fawkham Manor Hospital,RN7,Dartford and Gravesham NHS Trust,,,,",,,"
352651,RK965,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,St. Austell Community Hospital,RK9,University Hospitals Plymouth NHS Trust,,,,",,,"
352674,NV615,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Ulverston Community Hospital,NV6,Pds Medical Ltd,,,,",,,"
352756,R1J21,Hospital,Hospital,Independent Sector,Visible,TRUE,North Cotswold Hospital,R1J,Gloucestershire Care Services NHS Trust,0300 421 8770,,http://www.glos-care.nhs.uk/our-services/community-hospitals/north-cotswolds-hospital,",,,"
462443,NMJ05,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Hospital Blackheath,NMJ,Cygnet Health Care Limited,020 8694 2111,rebeccapye@cygnethealth.co.uk,https://www.cygnethealth.co.uk/locations/cygnet-hospital-blackheath/,"020 8694 8256,,,"
462444,NMJ06,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Lodge Brighouse,NMJ,Cygnet Health Care Limited,01484 405 900,clareheaton@cygnethealth.co.uk,https://www.cygnethealth.co.uk/locations/cygnet-lodge-brighouse/,"01484 405 905,,,"
462451,NMJ13,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Lodge Lewisham,NMJ,Cygnet Health Care Limited,020 8314 5123,rebeccapye@cygnethealth.co.uk,https://www.cygnethealth.co.uk/locations/cygnet-lodge-lewisham/,"020 8314 5271,,,"
462452,NMJ14,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Lodge Kenton,NMJ,Cygnet Health Care Limited,020 8907 0770,,https://www.cygnethealth.co.uk/locations/cygnet-lodge-kenton/,"020 8907 0772,,,"
462554,NMJ04,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Hospital Beckton,NMJ,Cygnet Health Care Limited,020 7511 2299,jackiewolf@cygnethealth.co.uk,http://www.cygnethealth.co.uk/locations/beckton/,"020 7511 3399,,,"
462557,NMJ07,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Hospital Derby,NMJ,Cygnet Health Care Limited,01332 365434,markvarney@cygnethealth.co.uk,www.cygnethealth.co.uk/locations/derby,"01332 292974,,,"
462558,NMJ08,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Hospital Ealing,NMJ,Cygnet Health Care Limited,020 8991 6699,,https://www.cygnethealth.co.uk/locations/cygnet-hospital-ealing/,"020 8991 0440,,,"
462559,NMJ09,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Hospital Harrogate,NMJ,Cygnet Health Care Limited,01423 500599,robynsteel@cygnethealth.co.uk,https://www.cygnethealth.co.uk/locations/cygnet-hospital-harrogate/,",,,"
462560,NMJ10,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Hospital Harrow,NMJ,Cygnet Health Care Limited,020 8966 7000,alexanderlawrence@cygnethealth.co.uk,http://www.cygnethealth.co.uk/locations/harrow/,"020 8864 6092,,,"
462561,NMJ11,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Hospital Stevenage,NMJ,Cygnet Health Care Limited,01438 342942,jemmalacey@cygnethealth.co.uk,www.cygnethealth.co.uk/locations/stevenage/,"01438 721147,,,"
462562,NMJ12,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Hospital Wyke,NMJ,Cygnet Health Care Limited,01274 605500,,https://www.cygnethealth.co.uk/locations/cygnet-hospital-wyke/,"01274 604400,,"
462800,NV217,Hospital,Hospital,NHS Sector,Visible,TRUE,Cedar House Hospital,NV2,The Huntercombe Group,01227 833700,cedar.house@huntercombe.com,http://www.huntercombe.com,",,,"
570366,RXM02,Hospital,Hospital,NHS Sector,Visible,TRUE,Hartington Unit,RXM,Derbyshire Healthcare NHS Foundation Trust,01246 512563,,http://www.derbyshirehealthcareft.nhs.uk/,",,,"
750747,NX006,Hospital,Hospital,NHS Sector,Visible,TRUE,Chime Audiology - Sidmouth Hospital,NX0,Chime Social Enterprise,,,,",,,"
864654,TAD16,Hospital,Hospital,NHS Sector,Visible,TRUE,Airedale Centre for Mental Health,TAD,Bradford District NHS Foundation Trust,01535678100,,,",,,"
864773,RCBCA,Hospital,Hospital,NHS Sector,Visible,TRUE,Scarborough Hospital,RCB,York Teaching Hospital NHS Foundation Trust,01723 368111,,http://www.york.nhs.uk,"01723 342 581,,,"
978682,NW611,Hospital,Hospital,NHS Sector,Visible,TRUE,Wellington Hospital,NW6,Hca International,020 3603 3844,,,",,,"
978693,RW505,Hospital,Hospital,NHS Sector,Visible,TRUE,Broadoak Unit,RW4,Mersey Care NHS Foundation Trust,0151 473 0303,,https://www.merseycare.nhs.uk/our-services/our-sites/broadoak-unit/,",,,"
978694,RW506,Hospital,Hospital,NHS Sector,Visible,TRUE,Windsor House,RW4,Mersey Care NHS Foundation Trust,0151 473 0303,,https://www.merseycare.nhs.uk/our-services/our-sites/windsor-house/,",,,"
978695,RW507,Hospital,Hospital,NHS Sector,Visible,TRUE,Mossley Hill Hospital,RW4,Mersey Care NHS Foundation Trust,0151 473 0303,,https://www.merseycare.nhs.uk/our-services/our-sites/mossley-hill-hospital/,",,,"
978699,RW511,Hospital,Hospital,NHS Sector,Visible,TRUE,Rathbone Hospital,RW4,Mersey Care NHS Foundation Trust,0151 473 0303,,https://www.merseycare.nhs.uk/our-services/our-sites/rathbone-hospital/,",,,"
978723,RY922,Hospital,Hospital,NHS Sector,Visible,TRUE,Teddington Memorial Hospital,RY9,Hounslow and Richmond Community Healthcare NHS Trust,020 8714 4000,,http://www.hrch.nhs.uk/our-services/clinics-health-centres/teddington-memorial-hospital/,",,,"
979468,NNF94,Hospital,Hospital,NHS Sector,Visible,TRUE,East Riding Community Hospital,NNF,City Health Care Partnership Cic,01482 886600,,http://www.chcpcic.org.uk,",,,"
979644,RGD02,Hospital,Hospital,NHS Sector,Visible,TRUE,Aire Court ,RGD,Leeds and York Partnership NHS Foundation Trust,0113 8550600,pals.lypft@nhs.net,http://www.leedsandyorkpft.nhs.uk/,",,,"
1094717,NTN42,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Market Weighton,NTN,Priory Group Limited,01430 879 656,marketweighton@priorygroup.com,http://www.priorygroup.com/marketweighton,"01430 871 630,,,"
1094732,NTN39,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Dewsbury,NTN,Priory Group Limited,01924 436 140,dewsbury@priorygroup.com,http://www.priorygroup.com/dewsbury,",,,"
1094756,RJZ30,Hospital,Hospital,Independent Sector,Visible,TRUE,Princess Royal University Hospital,RJZ,King's College Hospital NHS Foundation Trust,01689 863000,,http://pruh.kch.nhs.uk/,",,,"
1094758,RJZ70,Hospital,Hospital,Independent Sector,Visible,TRUE,Orpington Hospital,RJZ,King's College Hospital NHS Foundation Trust,01689 863000,,http://pruh.kch.nhs.uk/,",,,"
1094869,NV213,Hospital,Hospital,Independent Sector,Visible,TRUE,Eldertree Lodge,NV2,The Huntercombe Group,01630 673800,eldertree.lodge@huntercombe.com,http://huntercombe.com,",,,"
1095035,RXT22,Hospital,Hospital,NHS Sector,Visible,TRUE,Forward House,RXT,Birmingham and Solihull Mental Health NHS Foundation Trust,0121 301 5922,,http://www.bsmhft.nhs.uk,",,"
1095154,RW1AC,Hospital,Hospital,NHS Sector,Visible,TRUE,Parklands Hospital,RW1,Southern Health NHS Foundation Trust,01256 817718,,,",,,"
1095168,RW178,Hospital,Hospital,NHS Sector,Visible,TRUE,Fordingbridge Hospital,RW1,Southern Health NHS Foundation Trust,01425 652255,,http://www.southernhealth.nhs.uk/services/community-health-services/hospitals/fordingbridge/,",,,"
1095826,RV320,Hospital,Hospital,NHS Sector,Visible,TRUE,"St Charles Hospital, Mental Health Unit",RV3,Central and North West London NHS Foundation Trust,020 8206 7000,,https://www.cnwl.nhs.uk/,","
1095914,RY402,Hospital,Hospital,NHS Sector,Visible,TRUE,Potters Bar Community Hospital,RY4,Hertfordshire Community NHS Trust,01707 653286,,,",,,"
1095944,R1J06,Hospital,Hospital,NHS Sector,Visible,TRUE,Cirencester Hospital,R1J,Gloucestershire Care Services NHS Trust,0300 421 6200,,https://www.ghc.nhs.uk/locations/cirencester-hospital/,",,,"
1095945,R1J07,Hospital,Hospital,NHS Sector,Visible,TRUE,Vale Community Hospital,R1J,Gloucestershire Care Services NHS Trust,0300 421 8494,,http://www.glos-care.nhs.uk,",,,"
1095946,R1J08,Hospital,Hospital,NHS Sector,Visible,TRUE,Tewkesbury Community Hospital,R1J,Gloucestershire Care Services NHS Trust,0300 421 6100,,http://www.glos-care.nhs.uk,",,,"
1095947,R1J10,Hospital,Hospital,NHS Sector,Visible,TRUE,Dilke Memorial Hospital,R1J,Gloucestershire Care Services NHS Trust,0300 421 8640,,http://www.glos-care.nhs.uk,",,,"
1095948,R1J11,Hospital,Hospital,NHS Sector,Visible,TRUE,Lydney & District Hospital,R1J,Gloucestershire Care Services NHS Trust,0300 421 8722,,http://www.glos-care.nhs.uk,",,,"
1095949,R1J12,Hospital,Hospital,NHS Sector,Visible,TRUE,Fairford Hospital,R1J,Gloucestershire Care Services NHS Trust,0300 421 6470,,http://www.glos-care.nhs.uk,",,,"
1095950,R1J13,Hospital,Hospital,NHS Sector,Visible,TRUE,Stroud General Hospital,R1J,Gloucestershire Care Services NHS Trust,0300 421 8080,,http://www.glos-care.nhs.uk,",,,"
1096059,RE915,Hospital,Hospital,NHS Sector,Visible,TRUE,Bensham Hospital,RE9,South Tyneside NHS Foundation Trust,0191 445 5231,,,",,,"
1169049,RWX8X,Hospital,Hospital,NHS Sector,Visible,TRUE,West Berkshire Community Hospital,RWX,Berkshire Healthcare NHS Foundation Trust,01635 273300,,https://www.berkshirehealthcare.nhs.uk/our-sites/west-berkshire/west-berkshire-community-hospital/,",,,"
1169069,NYW04,Hospital,Hospital,Independent Sector,Visible,TRUE,Claremont Private Hospital,NYW,Aspen Healthcare Limited,0114 263 0330,info@claremont-hospital.co.uk,http://www.claremont-hospital.co.uk/,"0114 263 2122,,"
1279531,NTT10,Hospital,Hospital,NHS Sector,Visible,FALSE,The Manor Hospital,NTT,Cambian Healthcare Limited,,,,",,,"
1279606,RDU25,Hospital,Hospital,Independent Sector,Visible,TRUE,Heatherwood Hospital,RDU,Frimley Health NHS Foundation Trust,0300 6145000,,https://www.fhft.nhs.uk/,",,,"
1279646,NTPH1,Hospital,Hospital,NHS Sector,Visible,TRUE,Shepton Mallet NHS Treatment Centre,NTP,Practice Plus Group,01749 333600,connie.stocker@careuk.com,http://www.sheptonmallettreatmentcentre.nhs.uk/,"01749 333601,,,"
1279647,NTPH2,Hospital,Hospital,NHS Sector,Visible,TRUE,Emersons Green NHS Treatment Centre,NTP,Practice Plus Group,0117 906 1801,,http://www.emersonsgreentreatmentcentre.nhs.uk/,"0117 906 1950,,,"
1279653,NTPH5,Hospital,Hospital,NHS Sector,Visible,TRUE,Peninsula NHS Treatment Centre,NTP,Practice Plus Group,01752 506070,patricia.warwick@careuk.com,http://www.peninsulatreatmentcentre.nhs.uk/,",,,"
1349252,RH5K6,Hospital,Hospital,Independent Sector,Visible,TRUE,Bridgwater Community Hospital,RH5,Somerset Partnership NHS Foundation Trust,01278 436 555,,http://www.sompar.nhs.uk/our_services/adult_services/hospitals/bridgwater_hospital/,",,,"
1349731,NCNDC,Hospital,Hospital,NHS Sector,Visible,TRUE,Dmc Community Dermatology Service - Swale CCG (Sheppey Community Hospital),NCN,Dmc Community Outpatient Services,02076351012,,,",,,"
1349762,ADP02,Hospital,Hospital,NHS Sector,Visible,TRUE,KIMS Hospital,ADP,KIMS Hospital,01622 237 500,enquiries@kims.org.uk,http://www.kims.org.uk,",,,"
1349810,RXTD6,Hospital,Hospital,NHS Sector,Visible,TRUE,Tamarind Centre,RXT,Birmingham and Solihull Mental Health NHS Foundation Trust,0121 301 0500,,http://www.bsmhft.nhs.uk,",,,"
1350031,NLX22,Hospital,Hospital,NHS Sector,Visible,TRUE,Thornbury Hospital (Henderson Ward),NLX,Sirona Care & Health,,,,",,,"
1521809,RX277,Hospital,Hospital,NHS Sector,Visible,TRUE,Meadowfield,RX2,Sussex Partnership NHS Foundation Trust,01903 843200,info@sussexpartnership.nhs.uk,http://www.sussexpartnership.nhs.uk/location-meadowfield-hospital,"01903 843266,,,"
1521810,RX2X4,Hospital,Hospital,NHS Sector,Visible,TRUE,Chalkhill,RX2,Sussex Partnership NHS Foundation Trust,01444 472670,info@sussexpartnership.nhs.uk,http://www.sussexpartnership.nhs.uk/location-chalkhill,",,,"
1634862,NL002,Hospital,Hospital,NHS Sector,Visible,FALSE,Edith Shaw Hospital,NL0,John Munroe Hospital,,,,",,,"
1708424,RH8A4,Hospital,Hospital,Independent Sector,Visible,FALSE,Seaton Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust,,,,",,,"
1708524,RNUGP,Hospital,Hospital,Independent Sector,Visible,TRUE,Whiteleaf Centre,RNU,Oxford Health NHS Foundation Trust,01865 902000,,http://www.oxfordhealth.nhs.uk/whiteleaf/,",,,"
1819383,RRPG7,Hospital,Hospital,Independent Sector,Visible,FALSE,St Andrews Court,RRP,"Barnet, Enfield and Haringey Mental Health NHS Trust",,,,",,"
1819387,RN7ED,Hospital,Hospital,NHS Sector,Visible,TRUE,Erith and District Hospital,RN7,Dartford and Gravesham NHS Trust,0203 668 9490,,,",,,"
1819859,RWELH,Hospital,Hospital,Independent Sector,Visible,FALSE,Hinckley & District Hosp,RWE,University Hospitals Of Leicester NHS Trust,,,,",,,"
1819863,RWELR,Hospital,Hospital,Independent Sector,Visible,TRUE,Rutland Memorial Hospital - University Hospitals Of Leicester NHS Trust,RWE,University Hospitals Of Leicester NHS Trust,01572 722 552,,,",,,"
1819864,RWELS,Hospital,Hospital,Independent Sector,Visible,TRUE,St Lukes Hospital,RWE,University Hospitals Of Leicester NHS Trust,01858 410300,,,",,,"
2026442,RW15R,Hospital,Hospital,Independent Sector,Visible,TRUE,Victoria Cottage Hospital,RW1,Southern Health NHS Foundation Trust,01243 376041,,,",,,"
2027168,RALC7,Hospital,Hospital,Independent Sector,Visible,TRUE,Chase Farm Hospital,RAL,Royal Free London NHS Foundation Trust,020 8375 2999,bcfpals@nhs.net,https://www.royalfree.nhs.uk/,",,,"
2027170,RALCC,Hospital,Hospital,Independent Sector,Visible,FALSE,Cheshunt Community Hospital,RAL,Royal Free London NHS Foundation Trust,,,,",,,"
2027176,RV9FH,Hospital,Hospital,NHS Sector,Visible,TRUE,Humber Centre for Forensic Psychiatry,RV9,Humber Teaching NHS Foundation Trust,01482 336200,hnf-tr.contactus@nhs.net,http://www.humber.nhs.uk,",,,"
2131250,RTF86,Hospital,Hospital,Independent Sector,Visible,TRUE,Northumbria Specialist Emergency Care Hospital,RTF,Northumbria Healthcare NHS Foundation Trust,0344 811 8111,contactus@northumbria.nhs.uk,https://www.northumbria.nhs.uk/emergency/,",,,"
2309255,TAJ52,Hospital,Hospital,NHS Sector,Visible,TRUE,Penn Hospital,TAJ,Black Country Healthcare NHS Foundation Trust,01902 444141,,http://www.bcpft.nhs.uk,",,,"
2309346,REFX7,Hospital,Hospital,Independent Sector,Visible,FALSE,Fowey Hospital,REF,Royal Cornwall Hospitals NHS Trust,,,,",,,"
2309377,TAHEC,Hospital,Hospital,NHS Sector,Visible,TRUE,Intensive Support Service ,TAH,Sheffield Health and Social Care NHS Foundation Trust,0114 2261937,,,"0114 2261559,,,"
2309378,TAHFC,Hospital,Hospital,NHS Sector,Visible,TRUE,Michael Carlisle Centre,TAH,Sheffield Health and Social Care NHS Foundation Trust,,,,",,,"
2309420,RL4TC,Hospital,Hospital,Independent Sector,Visible,TRUE,Cannock Chase Hospital,RL4,The Royal Wolverhampton NHS Trust,01543 572757,,,",,,"
2489913,RWK06,Hospital,Hospital,NHS Sector,Visible,TRUE,The Lodge,RWK,East London NHS Foundation Trust,020 8510 2340,,,",,,"
2596948,RT265,Hospital,Hospital,NHS Sector,Visible,TRUE,Child & Family Service,RT2,Pennine Care NHS Foundation Trust,0161 918 8515,,https://www.penninecare.nhs.uk/your-services/child-and-adolescent-mental-health-services-camhs/,",,,"
2704015,AHH01,Hospital,Hospital,NHS Sector,Visible,TRUE,Foscote Court (Banbury) Trust,AHH,Foscote Court (Banbury) Trust Ltd,01295 252281,reception@thefoscotehospital.co.uk,http://www.thefoscotehospital.co.uk/,"01295 272877,,,"
2704214,AHN02,Hospital,Hospital,NHS Sector,Visible,FALSE,Jigsaw Independent Hospital,AHN,Equilibrium Healthcare,,,,",,,"
2704221,RDYYQ,Hospital,Hospital,Independent Sector,Visible,FALSE,Greenfields Day Hospital,RDY,Dorset Healthcare University NHS Foundation Trust,,,,",,,"
2704334,AHQ02,Hospital,Hospital,NHS Sector,Visible,FALSE,Olive Eden Hospital,AHQ,Curocare Ltd Head Office,,,,",,,"
2704335,AHQ03,Hospital,Hospital,NHS Sector,Visible,TRUE,Bloomfield Court Hospital,AHQ,Curocare Ltd Head Office,,,,",,,"
2917635,NCR06,Hospital,Hospital,Independent Sector,Visible,TRUE,iSIGHT (Southport),NCR,Isight,01704 563279,enquiries@isightclinics.com,http://www.isightclinics.com/,"01704 550057,,,"
2917651,R1K01,Hospital,Hospital,Independent Sector,Visible,TRUE,Northwick Park Hospital,R1K,London North West University Healthcare NHS Trust,020 8864 3232,lnwh-tr.trust@nhs.net,http://www.lnwh.nhs.uk/,",,,"
2917652,R1K02,Hospital,Hospital,Independent Sector,Visible,TRUE,Central Middlesex Hospital,R1K,London North West University Healthcare NHS Trust,020 8965 5733,lnwh-tr.trust@nhs.net,http://www.lnwh.nhs.uk,",,,"
2917653,R1K03,Hospital,Hospital,Independent Sector,Visible,TRUE,St Mark's Hospital,R1K,London North West University Healthcare NHS Trust,020 8864 3232,,http://www.stmarkshospital.nhs.uk/,",,,"
2917654,R1K04,Hospital,Hospital,Independent Sector,Visible,TRUE,Ealing Hospital,R1K,London North West University Healthcare NHS Trust,020 8967 5000,lnwh-tr.trust@nhs.net,https://www.lnwh.nhs.uk/,",,,"
2917659,RNS01,Hospital,Hospital,NHS Sector,Visible,TRUE,Northampton General Hospital (Acute),RNS,Northampton General Hospital NHS Trust,01604 634700,,,",,,"
2917660,RYK53,Hospital,Hospital,NHS Sector,Visible,TRUE,Caludon Centre,RYG,Coventry and Warwickshire Partnership NHS Trust,024 7693 2500,,https://www.covwarkpt.nhs.uk/caludon-centre,",,,"
2917773,NPE01,Hospital,Hospital,NHS Sector,Visible,FALSE,The Retreat Hospital York,NPE,The Retreat Hospital,,,,",,,"
3028092,RDU50,Hospital,Hospital,Independent Sector,Visible,TRUE,Wexham Park Hospital,RDU,Frimley Health NHS Foundation Trust,0300 6145000,,https://www.fhft.nhs.uk/,",,,"
3028142,REN20,Hospital,Hospital,NHS Sector,Visible,TRUE,The Clatterbridge Cancer Centre (Wirral),REN,The Clatterbridge Cancer Centre NHS Foundation Trust,0151 334 1155,,http://www.clatterbridgecc.nhs.uk,",,,"
3028181,RD115,Hospital,Hospital,Independent Sector,Visible,TRUE,Royal National Mineral Hospital For Rheumatic Diseases NHS Foundation Trust,RD1,Royal United Hospitals Bath NHS Foundation Trust,,,,",,,"
3028281,NT3X3,Hospital,Hospital,NHS Sector,Visible,TRUE,Spire St Anthony's Hospital,NT3,Spire Healthcare,020 8337 6691,info@spirestanthonys.com,https://www.spirehealthcare.com/spire-st-anthonys-hospital/,",,,"
3137672,RT133,Hospital,Hospital,NHS Sector,Visible,TRUE,Doddington Hospital - Cambridgeshire and Peterborough NHS Foundation Trust,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,0300 5556655,,https://www.cambscommunityservices.nhs.uk/contact?,",,,"
3137676,RT182,Hospital,Hospital,NHS Sector,Visible,TRUE,North Cambridgeshire Hospital - Cambridgeshire and Peterborough NHS Foundation Trust,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01945 488088,,http://www.cpft.nhs.uk,",,,"
3137680,RT1FC,Hospital,Hospital,NHS Sector,Visible,TRUE,Princess of Wales Hospital - Cambridgeshire and Peterborough NHS Foundation Trust,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01353 652000,,https://www.cambscommunityservices.nhs.uk/contact?,",,,"
3138301,RQWG1,Hospital,Hospital,NHS Sector,Visible,TRUE,St Margaret's Hospital,RQW,The Princess Alexandra Hospital NHS Trust,01992 561666,,,",,,"
3358845,NIB09,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Stafford General Infirmary,NIB,Brewood Medical Services Ltd,,,,",,,"
3469744,RX33A,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Roseberry Park Hospital,RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",,,,",,"
3580194,RXECH,Hospital,Hospital,NHS Sector,Visible,TRUE,North Lincs Adult Mental Health Service - Access Team  including Crisis Resolution Service,RXE,Rotherham Doncaster and South Humber NHS Foundation Trust,0800 015 0211,,http://www.rdash.nhs.uk/services/our-services/adult-mental-health-services/adult-community-mental-he,",,,"
3580196,RXE87,Hospital,Hospital,NHS Sector,Visible,TRUE,Doncaster Adult Mental Health Service - Access Team including Crisis Resolution Service,RXE,Rotherham Doncaster and South Humber NHS Foundation Trust,0800 804 8999,,http://www.rdash.nhs.uk/services/our-services/adult-mental-health-services/adult-community-mental-he,",,"
3664766,RTQ02,Hospital,Hospital,NHS Sector,Visible,TRUE,Wotton Lawn Hospital,RTQ,Gloucestershire Health and Care NHS Foundation Trust,01452 894500,,https://www.ghc.nhs.uk,",,,"
3664767,RTQ54,Hospital,Hospital,NHS Sector,Visible,TRUE,Berkeley House,RTQ,Gloucestershire Health and Care NHS Foundation Trust,,,,",,"
3664772,RTQ01,Hospital,Hospital,NHS Sector,Visible,TRUE,Charlton Lane Hospital,RTQ,Gloucestershire Health and Care NHS Foundation Trust,,,,",,"
3664773,RTQ13,Hospital,Hospital,NHS Sector,Visible,TRUE,Honeybourne,RTQ,Gloucestershire Health and Care NHS Foundation Trust,,,,",,"
3664780,RTQHM,Hospital,Hospital,NHS Sector,Visible,TRUE,Oak House,RTQ,Gloucestershire Health and Care NHS Foundation Trust,,,,",,"
3664840,RJC46,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Leamington Spa Hospital,RJC,South Warwickshire NHS Foundation Trust,01926 317 700,,,",,,"
3774885,ANH02,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Dudley Urgent Care Centre,ANH,Malling Health UK Limited,,,,",,,"
3774995,RMYNP,Hospital,Hospital,NHS Sector,Visible,TRUE,"Airey Close, Lowestoft",RMY,Norfolk and Suffolk NHS Foundation Trust,01502 535000,,http://www.nsft.nhs.uk,",,"
3775034,RMYMW,Hospital,Hospital,NHS Sector,Visible,TRUE,"Walker Close, Ipswich",RMY,Norfolk and Suffolk NHS Foundation Trust,01603421421,,http://www.nsft.nhs.uk,",,"
3775035,RMY55,Hospital,Hospital,NHS Sector,Visible,TRUE,"1b St Catherines Way, Gorleston",RMY,Norfolk and Suffolk NHS Foundation Trust,01493 444465,,http://www.nsft.nhs.uk,",,"
3775074,RPGHP,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Eltham Community Hospital,RPG,Oxleas NHS Foundation Trust,020 3049 0400,,,",,,"
3775218,RH8A6,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Budleigh Salterton Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust,,,,",,,"
3775539,NMJ20,Hospital,Hospital,NHS Sector,Visible,TRUE,Cygnet Hospital Taunton,NMJ,Cygnet Health Care Limited,01823 336457,,https://www.cygnethealth.co.uk/locations/cygnet-hospital-taunton/,",,,"
3995215,R1K68,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Clayponds Rehabilitation Hospital,R1K,London North West University Healthcare NHS Trust,020 8560 4011,,https://www.lnwh.nhs.uk/clayponds,",,,"
4105540,NNJ06,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,St Oswalds Hospital - DHU Health Care,NNJ,DHU Health Care CIC,,,,",,,"
4209586,RWVGA,Hospital,Hospital,NHS Sector,Visible,TRUE,Langdon Hospital,RWV,Devon Partnership NHS Trust,01626 888372,,http://www.dpt.nhs.uk,",,,"
4209620,RNQ18,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Market Harborough District Hospital,RNQ,Kettering General Hospital NHS Foundation Trust,,,,",,,"
4210128,NV647,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Pds Medical - Pall Mall Hospital,NV6,Pds Medical Ltd,,,,",,,"
4210137,NV656,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Pds Medical - Pall Mall Hospital,NV6,Pds Medical Ltd,,,,",,,"
4317678,RTD13,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Newcastle Hospitals @ Cramlington,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,,,,",,,"
4621799,AQT01,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Mount Edgcumbe Hospice,AQT,Cornwall Hospice Care Limited,,,,",,,"
4621800,AQT02,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,St Julia's Hospice,AQT,Cornwall Hospice Care Limited,,,,",,,"
4621851,NMV51,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Park Lodge,NMV,Partnerships In Care Ltd,,,,",,,"
4621852,NMV52,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Park Villa,NMV,Partnerships In Care Ltd,01625 501 314,info@priorygroup.com,http://www.priorygroup.com/park-villa,",,,"
4621854,NMV54,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Rhodes Farm,NMV,Partnerships In Care Ltd,,,,",,,"
4622618,RQM91,Hospital,Hospital,Independent Sector,Visible,TRUE,West Middlesex University Hospital,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,020 8560 2121,,http://www.chelwest.nhs.uk,",,,"
4732682,RW5KM,Hospital,Hospital,NHS Sector,Visible,TRUE,The Harbour,RW5,Lancashire & South Cumbria NHS Foundation Trust,01253 447700,,,",,,"
4842842,NMV58,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Beverley House,NMV,Partnerships In Care Ltd,01214 203 701,info@priorygroup.com,http://www.priorygroup.com/beverley-house,",,,"
4952846,RAL80,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Hadley Wood Hospital,RAL,Royal Free London NHS Foundation Trust,0203 7582050,,,",,,"
